,img_id,caption,base_img_name,base_img_url
101,19385185,they told me to go to bed i told them to go to hell,disaster-girl,http://memegenerator.net//Disaster-Girl
102,10597111,if were all gods children what makes jesus so special,philosoraptor,http://memegenerator.net//Philosoraptor
103,15014076,what if anti virus companies invented viruses in the first place,conspiracy-keanu,http://memegenerator.net//Conspiracy-Keanu
104,10602044,discover socially awkward penguin find comfort knowing ur not alone,socially-awkward-penguin,http://memegenerator.net//Socially-Awkward-Penguin
105,15481241,if aliens are looking for intelligent life why are americans scared,philosoraptor,http://memegenerator.net//Philosoraptor
106,11690220,see giants for the first time become part of the nordic space program,skyrim-stan,http://memegenerator.net//Skyrim-Stan
107,11104407,yo dawg we heard you liked battlefield so we sent you to afganistan,yo-dawg,http://memegenerator.net//Yo-Dawg
108,19437066,willy wonka oh you got back together with your ex for the 3rd time it will probably work out this ti,willywonka,http://memegenerator.net//Willywonka
109,10508169,why do old bands keep copying glee songs,musically-oblivious-8th-grader,http://memegenerator.net//Musically-Oblivious-8th-Grader
110,10366678,not sure if under pressure or iceice baby,futurama-fry,http://memegenerator.net//Futurama-Fry
111,10768476,have diarrhea feel fart coming on russian roulette,foul-bachelor-frog,http://memegenerator.net//Foul-Bachelor-Frog
112,11379859,if candy is bad for babies wouldnt that make stealing candy from babies a good thing,philosoraptor,http://memegenerator.net//Philosoraptor
113,11249584,talking about slavery in class avoids eye contact with all black kids,socially-awkward-penguin,http://memegenerator.net//Socially-Awkward-Penguin
114,34413428,bad luck brian finds pill of immortality chokes on it,bad-luck-brian-meme,http://memegenerator.net//Bad-Luck-Brian-Meme
115,15589864,african american i beg of you,joseph-ducreux,http://memegenerator.net//Joseph-Ducreux
116,10577276,home alone take shit with door open,foul-bachelor-frog,http://memegenerator.net//Foul-Bachelor-Frog
117,15766014,watched 30 min video suddenly knows everything about african politics,success-kid,http://memegenerator.net//Success-Kid
118,16540985,uses another template to confuse people,scumbag-steve,http://memegenerator.net//Scumbag-Steve
119,17896432,makes a facebook for pet pet rejects friend request,forever-alone,http://memegenerator.net//Forever-Alone
120,31237850,soft kitty warm kitty little ball of no,grumpy-cat,http://memegenerator.net//Grumpy-Cat
121,16101405,isnt it ironic what killed steve jobs has the initials pc,philosoraptor,http://memegenerator.net//Philosoraptor
122,10679055,how are you yes,socially-awkward-penguin,http://memegenerator.net//Socially-Awkward-Penguin
123,22738837,they said yolo i proved them right,disaster-girl,http://memegenerator.net//Disaster-Girl
124,10617758,call someone start doing laps around the room for no reason,socially-awkward-penguin,http://memegenerator.net//Socially-Awkward-Penguin
125,10711069,universal remote y u no work on universe,y-u-no,http://memegenerator.net//Y-U-No
126,10252386,i just found a fresh water supply better drink my urine to celebrate,bear-grylls,http://memegenerator.net//Bear-Grylls
127,10777575,making a phone call practice the conversation in head,socially-awkward-penguin,http://memegenerator.net//Socially-Awkward-Penguin
128,10925638,why did the semen cross the road i put on the wrong sock this morning,foul-bachelor-frog,http://memegenerator.net//Foul-Bachelor-Frog
129,10812552,how can the world end in 2012 if i have yogurt that expires in 2013,philosoraptor,http://memegenerator.net//Philosoraptor
130,11172193,press f13,trollface,http://memegenerator.net//Trollface
131,15057142,i dont always say i dont always but when i doi saybut when i d,the-most-interesting-man-in-the-world,http://memegenerator.net//The-Most-Interesting-Man-In-The-World
132,11552770,if you jump off the edge of the map in skyrim would you fall into oblivion,philosoraptor,http://memegenerator.net//Philosoraptor
133,11099650,i dont always launch windows media center but when i do its by,the-most-interesting-man-in-the-world,http://memegenerator.net//The-Most-Interesting-Man-In-The-World
134,12191736,i love beating women to the door so i can open it for them,successful-black-man,http://memegenerator.net//Successful-Black-Man
135,10727344,my kids asked if god was real i helped them find the answer,vengeance-dad,http://memegenerator.net//Vengeance-Dad
136,15309371,pressed play no livejasmin pop up,success-kid,http://memegenerator.net//Success-Kid
137,11135640,sees you sneaking behind an enemy stops firing so you can get the knife kill,good-guy-greg,http://memegenerator.net//Good-Guy-Greg
138,32019067,not sure if youre just somebody i used to know or if i just met you and this is crazy,futurama-fry,http://memegenerator.net//Futurama-Fry
139,16959970,next time youll buy the goddamn cookies,disaster-girl,http://memegenerator.net//Disaster-Girl
140,31924391,bad luck brian tries to stealthly fart in class shits,bad-luck-brian-meme,http://memegenerator.net//Bad-Luck-Brian-Meme
141,10721709,internet y u no let me study,y-u-no,http://memegenerator.net//Y-U-No
142,11512901,pink floyd y u no need no education,y-u-no,http://memegenerator.net//Y-U-No
143,17288732,my family is a treasure they can only be found with a shovel and map,vengeance-dad,http://memegenerator.net//Vengeance-Dad
144,28675408,bad luck brian self employed gets fired,bad-luck-brian-meme,http://memegenerator.net//Bad-Luck-Brian-Meme
145,18707299,what if actually there is afterlife and our grandma is watching us masturbate,conspiracy-keanu,http://memegenerator.net//Conspiracy-Keanu
146,18807001,one does not simply one does not simply read a meme in your own voice,one-does-not-simply-a,http://memegenerator.net//One-Does-Not-Simply-A
147,19170999,girl looking for prince charming y u no check friend zone,y-u-no,http://memegenerator.net//Y-U-No
148,13506152,if im ever ranked above y u no will meme generator change their logo,philosoraptor,http://memegenerator.net//Philosoraptor
149,18657721,has 6 pack doesnt post shirtless pic on facebook,good-guy-greg,http://memegenerator.net//Good-Guy-Greg
150,11373732,googled how to get a girlfriend got error 404 instead,forever-alone,http://memegenerator.net//Forever-Alone
151,10872430,you build robot you must build robot that build robot,high-expectations-asian-father,http://memegenerator.net//High-Expectations-Asian-Father
152,17025789,do you even have friends yes i have all the seasons,forever-alone,http://memegenerator.net//Forever-Alone
153,20440061,what if aliens have been trying to contact us via the internet but the are you human f,philosoraptor,http://memegenerator.net//Philosoraptor
154,10618327,if a number 2 is the most popular pencil in the world why isnt it number 1,philosoraptor,http://memegenerator.net//Philosoraptor
155,11339275,yo dawg i heard you like jogging so i stole your car,yo-dawg,http://memegenerator.net//Yo-Dawg
156,31708384,see you tomorrow thanks for the warning,grumpy-cat,http://memegenerator.net//Grumpy-Cat
157,10719257,i can climb any mountain kill any animal jump over the highest cliff but ther,bear-grylls-loneliness,http://memegenerator.net//Bear-Grylls-Loneliness
158,12163408,i visited the virgin islands now they are just the islands,chuck-norris,http://memegenerator.net//Chuck-Norris
159,17847274,willy wonka oh you were born in 1997 please tell me how much of a 90s kid you are,willywonka,http://memegenerator.net//Willywonka
160,17240168,willy wonka you liked a picture of a child with cancer you must care loads about it,willywonka,http://memegenerator.net//Willywonka
161,11387964,tons of stuff to do laugh at frogs on the internet,foul-bachelor-frog,http://memegenerator.net//Foul-Bachelor-Frog
162,21448204,greetings i have recently been in your acquaintance and this is absurd but here i pro,joseph-ducreux,http://memegenerator.net//Joseph-Ducreux
163,16766205,one does not simply one does not simply find nemo,one-does-not-simply-a,http://memegenerator.net//One-Does-Not-Simply-A
164,23077727,so you are telling me you lost weight on purpose,skeptical-3rd-world-kid,http://memegenerator.net//Skeptical-3rd-World-Kid
165,10874041,hmm hard to make another chemistry joke all the good ones argon,chemistry-cat,http://memegenerator.net//Chemistry-Cat
166,15121391,not sure if hungry or bored,futurama-fry,http://memegenerator.net//Futurama-Fry
167,17656772,first world problems went to bathroom without my smartphone had to read the showergel label,first-world-problems-ii,http://memegenerator.net//First-World-Problems-Ii
168,12165375,dumps a girl few weeks before christmas doesnt have to buy presents,trollface,http://memegenerator.net//Trollface
169,23033366,teacher is taking attendance heart rate rapidly increases in anticipation o,socially-awkward-penguin,http://memegenerator.net//Socially-Awkward-Penguin
170,33505725,row row your boat gently off a cliff,grumpy-cat,http://memegenerator.net//Grumpy-Cat
171,11296863,i held the door y u no say thank you,y-u-no,http://memegenerator.net//Y-U-No
172,11375199,finds a youtube video with no dislikes presses the disslike buttion,scumbag-steve,http://memegenerator.net//Scumbag-Steve
173,11135466,justin bieber has a kid wonder who the father is,philosoraptor,http://memegenerator.net//Philosoraptor
174,10492276,hey can i borrow everything,scumbag-steve,http://memegenerator.net//Scumbag-Steve
175,10734292,being unattractive is playing the dating game on hard mode,courage-wolf,http://memegenerator.net//Courage-Wolf
176,23379397,a meme makes him laugh doesnt vote it up,scumbag-steve,http://memegenerator.net//Scumbag-Steve
177,10310327,simply walks into mordor,socially-awesome-penguin,http://memegenerator.net//Socially-Awesome-Penguin
178,19473111,calls party a sausage fest brought 10 dudes with him,scumbag-steve,http://memegenerator.net//Scumbag-Steve
179,15484666,receives text from ugly chick texts back,good-guy-greg,http://memegenerator.net//Good-Guy-Greg
180,22980853,bad luck brian installs anti virus its a virus,bad-luck-brian-meme,http://memegenerator.net//Bad-Luck-Brian-Meme
181,11085570,have a really stupid question search it on google the feeling of internal relief ,foul-bachelor-frog,http://memegenerator.net//Foul-Bachelor-Frog
182,10945767,has a kid every single picture and status for the rest of her life is about h,annoying-facebook-girl,http://memegenerator.net//Annoying-Facebook-Girl
183,23598836,bad luck brian uses lysol spray killed by 1 of germs,bad-luck-brian-meme,http://memegenerator.net//Bad-Luck-Brian-Meme
184,10637987,no internet at new apartment neighbour has unsecured wifi,success-kid,http://memegenerator.net//Success-Kid
185,17643875,watches really funny video on youtube shows it to friend they dont laugh,socially-awkward-penguin,http://memegenerator.net//Socially-Awkward-Penguin
186,11162644,forever alone y u no find other forever alone,y-u-no,http://memegenerator.net//Y-U-No
187,13699858,team rocket y u no catch a different pikachu,y-u-no,http://memegenerator.net//Y-U-No
188,14904420,not sure if im awkward because of situation or situation is awkward because of me,futurama-fry,http://memegenerator.net//Futurama-Fry
189,32440537,bad luck brian leaves door unlocked for santa gets robbed,bad-luck-brian-meme,http://memegenerator.net//Bad-Luck-Brian-Meme
190,10686482,relocate yourself hound of the female gender be certain not to block the direction of,joseph-ducreux,http://memegenerator.net//Joseph-Ducreux
191,18881540,yo dawg i heard you like harry potter so i killed your parents,yo-dawg,http://memegenerator.net//Yo-Dawg
192,10228523,third time asking them to repeat it you still dont understand what they sai,socially-awkward-penguin,http://memegenerator.net//Socially-Awkward-Penguin
193,16742164,one does not simply one does not simply wake up at 5 am and finish homework,one-does-not-simply-a,http://memegenerator.net//One-Does-Not-Simply-A
194,10610970,if its called final fantasy why are there fourteen of them,philosoraptor,http://memegenerator.net//Philosoraptor
195,11619704,half of inventory weight is potions never use them,skyrim-stan,http://memegenerator.net//Skyrim-Stan
196,19190009,one does not simply one does not simply read one meme,one-does-not-simply-a,http://memegenerator.net//One-Does-Not-Simply-A
197,10440768,even more hipsters are going to use apple products now that im underground,steve-jobs-says,http://memegenerator.net//Steve-Jobs-Says
198,10341656,make popcorn every single popcorn popped,success-kid,http://memegenerator.net//Success-Kid
199,29318045,started my computer adobe doesnt need an update,success-kid,http://memegenerator.net//Success-Kid
200,16492624,calls skype test call doesnt pick up,forever-alone,http://memegenerator.net//Forever-Alone
201,18014974,if two lesbians are in a relationship who makes the sandwiches,conspiracy-keanu,http://memegenerator.net//Conspiracy-Keanu
202,37807986,bad luck brian ringtone goes off at funeral another one bites the dust,bad-luck-brian-meme,http://memegenerator.net//Bad-Luck-Brian-Meme
203,11086262,when thou sees it thou shall defecate masonry,joseph-ducreux,http://memegenerator.net//Joseph-Ducreux
204,18107228,first world problems wants to eat cake brushed teeth already,first-world-problems-ii,http://memegenerator.net//First-World-Problems-Ii
205,10557108,nirvanas awesome cant wait to see them live,musically-oblivious-8th-grader,http://memegenerator.net//Musically-Oblivious-8th-Grader
206,20023363,hitler wasnt such a bad guy after all he did kill hitler,advice-dog,http://memegenerator.net//Advice-Dog
207,10240858,they couldnt find the remote i couldnt find a reason for them to live,vengeance-dad,http://memegenerator.net//Vengeance-Dad
208,21439703,parents got divorced no one fought for custody,forever-alone,http://memegenerator.net//Forever-Alone
209,23135714,bad luck brian finally finds something positive in life hiv,bad-luck-brian-meme,http://memegenerator.net//Bad-Luck-Brian-Meme
210,17376482,posts a picture of himself on facebook gets used for thousands of degrading memes,scumbag-steve,http://memegenerator.net//Scumbag-Steve
211,15125310,asians y u know,y-u-no,http://memegenerator.net//Y-U-No
212,20363031,willy wonka immigrants are stealing our jobs tell me more about how youve always wanted to be a taxi,willywonka,http://memegenerator.net//Willywonka
213,11146943,you smartest kid in school you go to better school ,high-expectations-asian-father,http://memegenerator.net//High-Expectations-Asian-Father
214,10312668,goes to high school parties 25 years old,scumbag-steve,http://memegenerator.net//Scumbag-Steve
215,10744052,eat problems shit success,courage-wolf,http://memegenerator.net//Courage-Wolf
216,10483696,wanted to shut down computer clicked on restart,first-world-problems,http://memegenerator.net//First-World-Problems
217,10358202,plays gta doesnt kill hookers,good-guy-greg,http://memegenerator.net//Good-Guy-Greg
218,13180068,if moonlight is just reflected sunlight then wouldnt vampires burn at night too,philosoraptor,http://memegenerator.net//Philosoraptor
219,19787101,gets bitten by zombie doesnt tell anyone,scumbag-steve,http://memegenerator.net//Scumbag-Steve
220,31062329,what if i told you what if i told you you dont need to type www,what-if-i-told-you-meme,http://memegenerator.net//What-If-I-Told-You-Meme
221,11241328,says that hell fight you shows up with 5 other friends,scumbag-steve,http://memegenerator.net//Scumbag-Steve
222,13412229,they censored my internet i censored their screams,disaster-girl,http://memegenerator.net//Disaster-Girl
223,10560676,say goodbye you both walk in the same direction,socially-awkward-penguin,http://memegenerator.net//Socially-Awkward-Penguin
224,17953961,i dont always read memes but when i do its hard to stop,the-most-interesting-man-in-the-world,http://memegenerator.net//The-Most-Interesting-Man-In-The-World
225,11677371,enter ancient dungeon find fresh cabbages,skyrim-stan,http://memegenerator.net//Skyrim-Stan
226,13281291,what if deja vu means you actually died and are returning to your last checkpoint,conspiracy-keanu,http://memegenerator.net//Conspiracy-Keanu
227,19214627,offers you a ride asks you to pay for gas,scumbag-steve,http://memegenerator.net//Scumbag-Steve
228,17869253,willy wonka oh so u lost the love of ur life being 11 must be so hard,willywonka,http://memegenerator.net//Willywonka
229,10604816,explored dora,pedobear,http://memegenerator.net//Pedobear
230,30343581,bad luck brian looks both ways before crossing the street gets hit by a plane,bad-luck-brian-meme,http://memegenerator.net//Bad-Luck-Brian-Meme
231,16148819,plans out conversations never has them,socially-awkward-penguin,http://memegenerator.net//Socially-Awkward-Penguin
232,10892620,you 23 death 0 happy birthday,courage-wolf,http://memegenerator.net//Courage-Wolf
233,15924113,your son got 99 on the calculus test what son,high-expectations-asian-father,http://memegenerator.net//High-Expectations-Asian-Father
234,16587282,how many bears would bear grylls grill if bear grylls could grill bears,philosoraptor,http://memegenerator.net//Philosoraptor
235,12064195,if mary decided to abort jesus would she have gotten pregnant three days later,philosoraptor,http://memegenerator.net//Philosoraptor
236,18261009,if you say something is indescribable are you not describing it,philosoraptor,http://memegenerator.net//Philosoraptor
237,10620712,i saved a drowning black family as a jpg,racist-dawg,http://memegenerator.net//Racist-Dawg
238,20703847,that awkward when you already said moment in your head,trollface,http://memegenerator.net//Trollface
239,11575047,yo dawg i heard you like kids so i got your wife pregnant,yo-dawg,http://memegenerator.net//Yo-Dawg
240,32784560,i dont always make a meme at meme generator but when i do i te,the-most-interesting-man-in-the-world,http://memegenerator.net//The-Most-Interesting-Man-In-The-World
241,16881034,willy wonka oh youre one of those hipsters tell me about how unique you are,willywonka,http://memegenerator.net//Willywonka
242,17648193,your blood type is b failure runs through your veins,high-expectations-asian-father,http://memegenerator.net//High-Expectations-Asian-Father
243,13841886,awkward conversation have regretful flashbacks about it for the rest of the,socially-awkward-penguin,http://memegenerator.net//Socially-Awkward-Penguin
244,12065497,has 10 fingers can only wear one ring,skyrim-stan,http://memegenerator.net//Skyrim-Stan
245,22804146,i dont always get erections at burger king but when i do its a,the-most-interesting-man-in-the-world,http://memegenerator.net//The-Most-Interesting-Man-In-The-World
246,10656567,not sure if download link or advertisement,futurama-fry,http://memegenerator.net//Futurama-Fry
247,34620376,found nemo he was delicious,grumpy-cat,http://memegenerator.net//Grumpy-Cat
248,10859936,whats the leading cause of child molestation sexy children,pedobear,http://memegenerator.net//Pedobear
249,11717476,buy a ship named relation now you have a relationship,forever-alone,http://memegenerator.net//Forever-Alone
250,11920287,im single by choice girls choice,forever-alone,http://memegenerator.net//Forever-Alone
251,16389551,if tomatoes are fruit isnt ketchup technically a smoothie,philosoraptor,http://memegenerator.net//Philosoraptor
252,10550575,study for ten minutes reward self with two hours of pointless internet use,foul-bachelor-frog,http://memegenerator.net//Foul-Bachelor-Frog
253,11272016,try to tell parents joke turns into life lesson,foul-bachelor-frog,http://memegenerator.net//Foul-Bachelor-Frog
254,16171465,room full of people i dont know pretend to text,socially-awkward-penguin,http://memegenerator.net//Socially-Awkward-Penguin
255,10849538,soap bar breaks into bunch of pieces in shower squish pieces together into new lu,foul-bachelor-frog,http://memegenerator.net//Foul-Bachelor-Frog
256,11482113,accidental eye contact look away peek back later more eye contact,socially-awkward-penguin,http://memegenerator.net//Socially-Awkward-Penguin
257,28558928,bad luck brian throws banana in mario kart slips on it next lap,bad-luck-brian-meme,http://memegenerator.net//Bad-Luck-Brian-Meme
258,11253176,dad comes into the room stare at google until he leaves,foul-bachelor-frog,http://memegenerator.net//Foul-Bachelor-Frog
